order_id,customer_id,order_date,item_name,category,quantity,unit_price,gross_amount,discount,final_amount,channel,payment_method,prep_time_min
4240,66,2025-12-13,Fries,Sides,3,99,297,0,297,dine_in,upi,11
4241,330,2026-03-11,Cold Coffee,Beverage,1,129,129,30,99,takeaway,card,12
4242,345,2025-11-18,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,cash,19
4243,98,2025-12-25,Classic Veg Burger,Burger,2,149,298,0,298,delivery,upi,34
4244,489,2025-10-17,Fries,Sides,1,99,99,30,69,dine_in,cash,30
4245,482,2026-02-24,Classic Veg Burger,Burger,1,149,149,0,149,delivery,upi,19
4246,476,2025-10-12,Cheese Burst Burger,Burger,1,189,189,20,169,delivery,upi,31
4247,286,2025-09-28,Fries,Sides,4,99,396,50,346,takeaway,upi,14
4248,388,2026-03-08,Veg Wrap,Wrap,3,179,537,20,517,delivery,card,20
4249,132,2026-02-11,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,card,21
4250,244,2025-10-24,Cold Coffee,Beverage,1,129,129,0,129,takeaway,upi,19
4251,240,2025-08-19,Paneer Grill Burger,Burger,2,209,418,20,398,delivery,upi,20
4252,457,2025-11-04,Brownie,Dessert,1,109,109,30,79,takeaway,upi,29
4253,137,2025-09-30,Veg Wrap,Wrap,3,179,537,0,537,dine_in,upi,21
4254,31,2025-08-20,Fries,Sides,1,99,99,0,99,takeaway,upi,28
4255,26,2026-02-09,Paneer Grill Burger,Burger,2,209,418,30,388,takeaway,cash,29
4256,330,2025-12-17,Chicken Wrap,Wrap,1,219,219,0,219,delivery,card,16
4257,111,2025-08-05,Paneer Grill Burger,Burger,2,209,418,30,388,dine_in,upi,24
4258,471,2025-08-27,Brownie,Dessert,1,109,109,0,109,delivery,card,29
4259,125,2026-01-02,Cold Coffee,Beverage,2,129,258,50,208,dine_in,card,35
4260,93,2025-08-13,Cheese Burst Burger,Burger,2,189,378,50,328,dine_in,upi,11
4261,427,2026-01-17,Cold Coffee,Beverage,2,129,258,0,258,dine_in,cash,18
4262,428,2025-11-06,Fries,Sides,2,99,198,0,198,dine_in,card,18
4263,149,2025-11-06,Fries,Sides,1,99,99,50,50,takeaway,card,28
4264,48,2025-11-07,Paneer Grill Burger,Burger,1,209,209,50,159,takeaway,upi,30
4265,29,2026-02-23,Paneer Grill Burger,Burger,1,209,209,20,189,delivery,cash,26
4266,123,2025-12-11,Paneer Grill Burger,Burger,2,209,418,30,388,dine_in,cash,26
4267,463,2026-02-14,Chicken Wrap,Wrap,2,219,438,0,438,dine_in,cash,16
4268,97,2026-01-07,Fries,Sides,1,99,99,0,99,dine_in,cash,11
4269,461,2025-07-31,Chocolate Shake,Beverage,1,159,159,50,109,dine_in,card,26
4270,375,2026-02-03,Veg Wrap,Wrap,2,179,358,0,358,delivery,card,21
4271,283,2026-01-28,Cheese Burst Burger,Burger,2,189,378,0,378,takeaway,cash,19
4272,494,2026-02-22,Classic Veg Burger,Burger,2,149,298,0,298,delivery,cash,16
4273,113,2025-10-03,Peri Peri Fries,Sides,2,119,238,0,238,takeaway,cash,23
4274,439,2026-03-28,Peri Peri Fries,Sides,2,119,238,0,238,takeaway,card,33
4275,103,2025-12-18,Cheese Burst Burger,Burger,2,189,378,0,378,delivery,upi,20
4276,499,2025-08-04,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,card,22
4277,292,2026-01-14,Cold Coffee,Beverage,3,129,387,30,357,delivery,cash,23
4278,168,2026-01-27,Classic Veg Burger,Burger,1,149,149,50,99,dine_in,cash,17
4279,230,2025-12-09,Paneer Grill Burger,Burger,1,209,209,30,179,delivery,cash,18
4280,265,2025-11-09,Paneer Grill Burger,Burger,1,209,209,30,179,dine_in,upi,14
4281,167,2025-08-17,Peri Peri Fries,Sides,2,119,238,20,218,takeaway,cash,21
4282,430,2025-10-10,Veg Wrap,Wrap,3,179,537,0,537,dine_in,card,22
4283,212,2025-07-24,Peri Peri Fries,Sides,1,119,119,0,119,dine_in,card,19
4284,110,2025-07-30,Paneer Grill Burger,Burger,2,209,418,20,398,dine_in,cash,12
4285,113,2026-03-07,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,cash,34
4286,103,2026-01-02,Paneer Grill Burger,Burger,1,209,209,50,159,dine_in,cash,14
4287,86,2026-01-06,Classic Veg Burger,Burger,1,149,149,50,99,takeaway,cash,19
4288,291,2026-01-18,Paneer Grill Burger,Burger,3,209,627,0,627,delivery,card,31
4289,331,2025-12-16,Fries,Sides,2,99,198,0,198,takeaway,card,27
4290,479,2025-10-17,Peri Peri Fries,Sides,2,119,238,20,218,delivery,cash,29
4291,13,2025-07-26,Veg Wrap,Wrap,2,179,358,0,358,delivery,card,23
4292,201,2026-01-10,Brownie,Dessert,1,109,109,20,89,takeaway,upi,31
4293,496,2025-12-06,Fries,Sides,3,99,297,30,267,dine_in,cash,33
4294,183,2025-07-09,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,upi,20
4295,404,2026-02-04,Paneer Grill Burger,Burger,2,209,418,20,398,dine_in,card,22
4296,290,2025-09-13,Fries,Sides,2,99,198,20,178,takeaway,upi,25
4297,126,2025-12-03,Chocolate Shake,Beverage,2,159,318,50,268,takeaway,cash,15
4298,243,2025-07-29,Peri Peri Fries,Sides,2,119,238,0,238,dine_in,cash,31
4299,124,2025-11-07,Peri Peri Fries,Sides,2,119,238,20,218,delivery,upi,11
4300,181,2025-08-21,Peri Peri Fries,Sides,2,119,238,50,188,takeaway,card,12
4301,280,2025-07-25,Chocolate Shake,Beverage,2,159,318,20,298,dine_in,cash,27
4302,198,2026-03-24,Chicken Wrap,Wrap,2,219,438,30,408,dine_in,card,18
4303,310,2025-11-08,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,card,29
4304,363,2025-12-13,Chocolate Shake,Beverage,1,159,159,50,109,delivery,card,11
4305,436,2025-10-25,Fries,Sides,1,99,99,30,69,dine_in,upi,22
4306,297,2025-10-06,Peri Peri Fries,Sides,2,119,238,20,218,takeaway,upi,35
4307,70,2025-10-13,Veg Wrap,Wrap,2,179,358,30,328,dine_in,cash,29
4308,283,2025-07-02,Cheese Burst Burger,Burger,3,189,567,0,567,dine_in,upi,12
4309,198,2025-10-19,Cheese Burst Burger,Burger,3,189,567,0,567,dine_in,upi,30
4310,79,2025-11-01,Brownie,Dessert,2,109,218,0,218,dine_in,upi,16
4311,125,2026-01-19,Fries,Sides,3,99,297,0,297,delivery,upi,28
4312,284,2025-09-29,Cheese Burst Burger,Burger,1,189,189,20,169,dine_in,upi,17
4313,63,2026-02-04,Veg Wrap,Wrap,1,179,179,0,179,dine_in,upi,29
4314,179,2025-07-10,Fries,Sides,1,99,99,50,50,delivery,card,30
4315,164,2026-01-21,Brownie,Dessert,3,109,327,50,277,dine_in,upi,32
4316,3,2025-08-23,Brownie,Dessert,3,109,327,20,307,delivery,card,16
4317,421,2025-09-28,Peri Peri Fries,Sides,1,119,119,0,119,dine_in,cash,34
4318,247,2025-08-28,Cold Coffee,Beverage,1,129,129,0,129,delivery,cash,25
4319,156,2026-02-08,Brownie,Dessert,1,109,109,20,89,takeaway,upi,32
4320,354,2026-02-17,Classic Veg Burger,Burger,1,149,149,20,129,dine_in,cash,15
4321,464,2025-07-17,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,upi,31
4322,376,2026-03-24,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,card,30
4323,366,2025-08-28,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,card,31
4324,349,2025-07-07,Classic Veg Burger,Burger,1,149,149,30,119,takeaway,upi,15
4325,136,2025-08-08,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,cash,34
4326,180,2025-10-04,Veg Wrap,Wrap,2,179,358,0,358,dine_in,cash,11
4327,453,2025-09-22,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,card,24
4328,289,2025-12-25,Peri Peri Fries,Sides,1,119,119,30,89,takeaway,upi,15
4329,456,2026-01-14,Veg Wrap,Wrap,3,179,537,0,537,dine_in,cash,34
4330,43,2026-01-22,Veg Wrap,Wrap,2,179,358,0,358,dine_in,card,24
4331,407,2026-01-27,Paneer Grill Burger,Burger,2,209,418,0,418,dine_in,card,13
4332,171,2025-10-05,Chicken Wrap,Wrap,3,219,657,0,657,delivery,card,17
4333,400,2025-07-09,Paneer Grill Burger,Burger,1,209,209,0,209,takeaway,cash,19
4334,43,2026-03-05,Cold Coffee,Beverage,1,129,129,50,79,dine_in,card,31
4335,7,2026-01-01,Fries,Sides,1,99,99,30,69,takeaway,card,34
4336,39,2025-08-01,Cold Coffee,Beverage,1,129,129,20,109,delivery,card,10
4337,271,2025-11-10,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,card,23
4338,476,2026-03-08,Veg Wrap,Wrap,1,179,179,20,159,takeaway,card,23
4339,232,2026-03-09,Classic Veg Burger,Burger,3,149,447,0,447,takeaway,cash,33
4340,117,2025-07-13,Veg Wrap,Wrap,3,179,537,50,487,delivery,upi,20
4341,479,2026-03-19,Fries,Sides,1,99,99,0,99,takeaway,upi,12
4342,255,2025-09-22,Veg Wrap,Wrap,1,179,179,20,159,takeaway,cash,24
4343,125,2025-09-09,Chicken Wrap,Wrap,1,219,219,30,189,dine_in,upi,32
4344,281,2025-10-29,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,upi,34
4345,81,2025-08-02,Fries,Sides,1,99,99,20,79,dine_in,card,27
4346,16,2025-08-07,Brownie,Dessert,2,109,218,0,218,delivery,upi,15
4347,156,2025-07-22,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,cash,25
4348,327,2025-11-17,Veg Wrap,Wrap,1,179,179,50,129,dine_in,card,11
4349,343,2026-01-18,Peri Peri Fries,Sides,3,119,357,20,337,takeaway,card,26
4350,285,2026-01-24,Fries,Sides,3,99,297,0,297,delivery,upi,24
4351,378,2025-07-13,Peri Peri Fries,Sides,4,119,476,30,446,takeaway,upi,17
4352,278,2026-03-24,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,upi,34
4353,486,2025-11-18,Cold Coffee,Beverage,3,129,387,20,367,delivery,cash,22
4354,238,2026-02-10,Chocolate Shake,Beverage,1,159,159,30,129,delivery,upi,18
4355,290,2026-01-21,Classic Veg Burger,Burger,1,149,149,20,129,dine_in,cash,14
4356,405,2025-08-18,Veg Wrap,Wrap,2,179,358,0,358,delivery,upi,25
4357,446,2026-02-24,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,upi,27
4358,3,2025-11-06,Cold Coffee,Beverage,1,129,129,0,129,delivery,cash,15
4359,226,2026-02-21,Paneer Grill Burger,Burger,1,209,209,50,159,dine_in,upi,29
4360,470,2025-12-28,Brownie,Dessert,3,109,327,30,297,delivery,cash,28
4361,285,2026-02-28,Fries,Sides,2,99,198,0,198,delivery,upi,29
4362,312,2025-10-06,Fries,Sides,3,99,297,50,247,delivery,cash,25
4363,457,2025-07-09,Paneer Grill Burger,Burger,3,209,627,0,627,dine_in,cash,17
4364,295,2026-03-15,Chocolate Shake,Beverage,4,159,636,0,636,takeaway,cash,35
4365,271,2025-12-05,Chocolate Shake,Beverage,1,159,159,30,129,delivery,card,14
4366,347,2026-02-18,Fries,Sides,2,99,198,30,168,dine_in,card,33
4367,389,2026-01-18,Cold Coffee,Beverage,1,129,129,30,99,dine_in,cash,33
4368,284,2026-01-30,Veg Wrap,Wrap,2,179,358,0,358,dine_in,card,17
4369,171,2025-10-24,Fries,Sides,1,99,99,0,99,delivery,cash,15
4370,29,2025-08-23,Chocolate Shake,Beverage,2,159,318,0,318,delivery,upi,13
4371,135,2025-09-07,Cheese Burst Burger,Burger,2,189,378,50,328,dine_in,card,32
4372,176,2025-09-29,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,cash,27
4373,215,2025-10-02,Fries,Sides,1,99,99,0,99,delivery,upi,19
4374,142,2025-11-14,Cold Coffee,Beverage,1,129,129,50,79,dine_in,cash,30
4375,483,2025-12-04,Fries,Sides,1,99,99,0,99,dine_in,upi,12
4376,54,2026-02-25,Cold Coffee,Beverage,1,129,129,30,99,delivery,card,28
4377,171,2026-03-02,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,cash,27
4378,368,2025-12-01,Paneer Grill Burger,Burger,3,209,627,0,627,delivery,upi,26
4379,57,2026-01-04,Cheese Burst Burger,Burger,1,189,189,0,189,delivery,card,34
4380,252,2025-09-27,Peri Peri Fries,Sides,4,119,476,0,476,dine_in,cash,29
4381,450,2026-03-14,Veg Wrap,Wrap,2,179,358,20,338,takeaway,upi,20
4382,110,2026-03-28,Veg Wrap,Wrap,1,179,179,0,179,dine_in,upi,11
4383,238,2025-12-09,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,upi,35
4384,271,2025-10-21,Peri Peri Fries,Sides,2,119,238,30,208,dine_in,cash,17
4385,25,2025-12-21,Veg Wrap,Wrap,2,179,358,0,358,delivery,cash,16
4386,40,2025-07-14,Chicken Wrap,Wrap,1,219,219,0,219,delivery,card,19
4387,463,2025-10-31,Veg Wrap,Wrap,2,179,358,50,308,takeaway,card,15
4388,158,2025-10-14,Classic Veg Burger,Burger,3,149,447,0,447,delivery,cash,23
4389,7,2026-02-03,Chocolate Shake,Beverage,3,159,477,50,427,takeaway,card,13
4390,372,2025-07-14,Chocolate Shake,Beverage,2,159,318,50,268,delivery,upi,33
4391,229,2025-12-06,Brownie,Dessert,1,109,109,0,109,takeaway,card,29
4392,490,2025-07-19,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,card,24
4393,43,2025-12-27,Brownie,Dessert,1,109,109,0,109,dine_in,card,10
4394,72,2025-10-06,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,card,34
4395,27,2025-10-04,Veg Wrap,Wrap,2,179,358,30,328,dine_in,cash,14
4396,58,2025-09-27,Classic Veg Burger,Burger,3,149,447,0,447,delivery,cash,32
4397,316,2025-11-29,Paneer Grill Burger,Burger,1,209,209,20,189,takeaway,card,34
4398,195,2026-02-17,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,upi,30
4399,35,2025-11-24,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,card,22
4400,8,2026-03-01,Fries,Sides,2,99,198,0,198,takeaway,cash,23
4401,35,2025-12-29,Brownie,Dessert,1,109,109,0,109,takeaway,cash,20
4402,379,2025-11-17,Veg Wrap,Wrap,1,179,179,50,129,delivery,cash,23
4403,110,2026-03-08,Brownie,Dessert,2,109,218,30,188,dine_in,upi,20
4404,161,2026-03-13,Veg Wrap,Wrap,2,179,358,20,338,takeaway,cash,30
4405,274,2025-10-15,Chocolate Shake,Beverage,2,159,318,20,298,dine_in,card,19
4406,369,2025-08-21,Classic Veg Burger,Burger,1,149,149,30,119,dine_in,cash,18
4407,374,2025-08-22,Cold Coffee,Beverage,1,129,129,0,129,dine_in,cash,11
4408,500,2025-10-30,Cold Coffee,Beverage,2,129,258,50,208,dine_in,upi,26
4409,183,2026-01-26,Brownie,Dessert,3,109,327,20,307,delivery,cash,10
4410,438,2026-01-31,Fries,Sides,2,99,198,50,148,delivery,card,10
4411,465,2026-03-06,Cold Coffee,Beverage,1,129,129,0,129,dine_in,upi,12
4412,257,2025-11-26,Paneer Grill Burger,Burger,2,209,418,0,418,takeaway,upi,22
4413,160,2025-11-24,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,card,21
4414,299,2025-11-28,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,cash,17
4415,165,2026-01-24,Cold Coffee,Beverage,2,129,258,0,258,delivery,cash,17
4416,241,2026-02-18,Brownie,Dessert,1,109,109,0,109,delivery,cash,23
4417,472,2026-01-02,Cold Coffee,Beverage,2,129,258,0,258,delivery,card,27
4418,416,2025-12-28,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,card,33
4419,283,2025-11-26,Chocolate Shake,Beverage,2,159,318,30,288,takeaway,upi,12
4420,338,2026-03-09,Cold Coffee,Beverage,1,129,129,0,129,delivery,cash,34
4421,325,2025-09-28,Brownie,Dessert,2,109,218,0,218,dine_in,upi,35
4422,320,2026-01-20,Veg Wrap,Wrap,1,179,179,50,129,takeaway,cash,29
4423,28,2025-09-11,Classic Veg Burger,Burger,1,149,149,50,99,takeaway,card,18
4424,20,2026-02-10,Classic Veg Burger,Burger,1,149,149,30,119,delivery,upi,20
4425,293,2025-08-12,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,cash,33
4426,164,2026-02-26,Cold Coffee,Beverage,1,129,129,50,79,takeaway,card,12
4427,363,2025-10-12,Brownie,Dessert,3,109,327,50,277,dine_in,card,15
4428,315,2025-11-23,Chocolate Shake,Beverage,2,159,318,0,318,takeaway,card,33
4429,86,2025-07-12,Peri Peri Fries,Sides,2,119,238,0,238,dine_in,card,35
4430,126,2025-10-13,Peri Peri Fries,Sides,2,119,238,0,238,dine_in,cash,29
4431,256,2026-03-27,Veg Wrap,Wrap,1,179,179,20,159,dine_in,cash,15
4432,334,2026-01-12,Cold Coffee,Beverage,2,129,258,0,258,takeaway,upi,32
4433,260,2025-07-22,Peri Peri Fries,Sides,1,119,119,50,69,takeaway,upi,25
4434,44,2026-01-13,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,cash,17
4435,32,2026-03-16,Cold Coffee,Beverage,1,129,129,0,129,dine_in,cash,30
4436,155,2025-11-05,Chocolate Shake,Beverage,3,159,477,20,457,dine_in,cash,15
4437,347,2025-07-09,Brownie,Dessert,1,109,109,0,109,dine_in,card,27
4438,277,2025-07-25,Paneer Grill Burger,Burger,3,209,627,0,627,dine_in,cash,17
4439,477,2026-01-29,Veg Wrap,Wrap,3,179,537,50,487,delivery,card,24
4440,401,2026-02-23,Veg Wrap,Wrap,1,179,179,20,159,delivery,card,22
4441,160,2025-12-30,Cold Coffee,Beverage,1,129,129,0,129,takeaway,upi,16
4442,129,2026-03-16,Cheese Burst Burger,Burger,2,189,378,0,378,takeaway,card,16
4443,184,2025-08-26,Cheese Burst Burger,Burger,1,189,189,0,189,delivery,cash,16
4444,294,2025-12-09,Cold Coffee,Beverage,1,129,129,0,129,dine_in,cash,29
4445,375,2025-09-08,Fries,Sides,3,99,297,0,297,dine_in,cash,12
4446,106,2026-01-03,Cheese Burst Burger,Burger,2,189,378,0,378,takeaway,upi,24
4447,12,2025-09-12,Chocolate Shake,Beverage,1,159,159,0,159,delivery,upi,35
4448,408,2026-02-02,Classic Veg Burger,Burger,2,149,298,20,278,delivery,cash,13
4449,164,2025-09-02,Peri Peri Fries,Sides,1,119,119,30,89,delivery,card,15
4450,55,2026-02-01,Peri Peri Fries,Sides,2,119,238,50,188,delivery,cash,14
4451,233,2026-02-18,Fries,Sides,1,99,99,0,99,takeaway,card,11
4452,224,2025-12-15,Veg Wrap,Wrap,1,179,179,0,179,dine_in,cash,11
4453,81,2025-10-26,Cold Coffee,Beverage,2,129,258,20,238,delivery,upi,15
4454,192,2025-10-01,Chicken Wrap,Wrap,1,219,219,30,189,takeaway,cash,12
4455,303,2025-12-01,Brownie,Dessert,1,109,109,0,109,delivery,cash,33
4456,171,2025-08-04,Brownie,Dessert,1,109,109,0,109,delivery,cash,19
4457,153,2026-02-07,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,upi,10
4458,133,2025-08-07,Cold Coffee,Beverage,1,129,129,0,129,dine_in,cash,26
4459,193,2026-03-11,Chicken Wrap,Wrap,1,219,219,0,219,delivery,card,10
4460,404,2025-08-05,Chicken Wrap,Wrap,2,219,438,20,418,delivery,cash,31
4461,178,2025-07-24,Cheese Burst Burger,Burger,3,189,567,0,567,delivery,card,11
4462,384,2025-10-25,Chocolate Shake,Beverage,2,159,318,50,268,delivery,upi,33
4463,66,2026-03-15,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,card,25
4464,461,2025-07-17,Veg Wrap,Wrap,1,179,179,0,179,takeaway,card,11
4465,345,2025-11-05,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,cash,19
4466,7,2026-03-07,Brownie,Dessert,2,109,218,50,168,takeaway,upi,22
4467,454,2025-11-15,Cold Coffee,Beverage,3,129,387,0,387,delivery,card,19
4468,332,2025-09-30,Chicken Wrap,Wrap,3,219,657,50,607,dine_in,upi,34
4469,288,2026-01-21,Veg Wrap,Wrap,3,179,537,30,507,delivery,upi,21
4470,349,2025-07-27,Chocolate Shake,Beverage,2,159,318,0,318,delivery,cash,24
4471,57,2025-12-14,Cold Coffee,Beverage,3,129,387,0,387,delivery,card,27
4472,299,2025-12-02,Classic Veg Burger,Burger,2,149,298,0,298,delivery,cash,17
4473,199,2025-11-06,Chocolate Shake,Beverage,3,159,477,0,477,delivery,cash,21
4474,161,2025-08-31,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,cash,20
4475,213,2025-10-05,Paneer Grill Burger,Burger,2,209,418,0,418,dine_in,cash,14
4476,192,2026-01-19,Brownie,Dessert,2,109,218,0,218,takeaway,upi,12
4477,486,2025-09-13,Chocolate Shake,Beverage,3,159,477,50,427,delivery,cash,34
4478,359,2026-01-15,Brownie,Dessert,2,109,218,30,188,delivery,cash,25
4479,293,2026-03-17,Brownie,Dessert,2,109,218,50,168,dine_in,upi,28
4480,218,2025-10-23,Classic Veg Burger,Burger,1,149,149,0,149,delivery,cash,11
4481,134,2025-10-13,Chocolate Shake,Beverage,2,159,318,0,318,dine_in,card,28
4482,375,2025-08-10,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,upi,14
4483,248,2025-11-22,Chocolate Shake,Beverage,2,159,318,0,318,delivery,card,16
4484,499,2025-08-25,Brownie,Dessert,1,109,109,30,79,takeaway,card,17
4485,239,2025-07-09,Chicken Wrap,Wrap,1,219,219,50,169,delivery,upi,35
4486,199,2025-07-03,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,upi,23
4487,97,2025-12-26,Chocolate Shake,Beverage,2,159,318,0,318,takeaway,cash,21
4488,252,2026-02-18,Cold Coffee,Beverage,2,129,258,30,228,takeaway,card,15
4489,393,2026-03-24,Peri Peri Fries,Sides,1,119,119,0,119,delivery,upi,32
4490,19,2025-10-20,Paneer Grill Burger,Burger,2,209,418,0,418,dine_in,upi,34
4491,66,2025-12-05,Chicken Wrap,Wrap,1,219,219,50,169,delivery,card,32
4492,196,2025-10-14,Cold Coffee,Beverage,1,129,129,50,79,takeaway,upi,35
4493,175,2026-01-28,Cheese Burst Burger,Burger,1,189,189,30,159,takeaway,cash,34
4494,78,2025-07-07,Fries,Sides,2,99,198,0,198,takeaway,card,31
4495,361,2025-12-16,Chicken Wrap,Wrap,3,219,657,20,637,dine_in,cash,12
4496,288,2025-12-19,Fries,Sides,3,99,297,50,247,dine_in,cash,13
4497,49,2025-09-22,Chicken Wrap,Wrap,1,219,219,20,199,delivery,cash,10
4498,415,2025-10-16,Chocolate Shake,Beverage,2,159,318,20,298,delivery,upi,22
4499,334,2025-12-03,Veg Wrap,Wrap,1,179,179,30,149,dine_in,cash,17
4500,82,2026-01-29,Cold Coffee,Beverage,2,129,258,30,228,delivery,card,10
4501,99,2025-10-11,Veg Wrap,Wrap,2,179,358,50,308,dine_in,cash,31
4502,308,2025-11-20,Classic Veg Burger,Burger,1,149,149,20,129,delivery,upi,21
4503,325,2025-10-10,Cheese Burst Burger,Burger,3,189,567,0,567,dine_in,cash,18
4504,379,2025-12-23,Paneer Grill Burger,Burger,3,209,627,20,607,takeaway,card,23
4505,232,2025-08-20,Brownie,Dessert,3,109,327,0,327,dine_in,cash,17
4506,28,2026-01-06,Chocolate Shake,Beverage,2,159,318,20,298,takeaway,upi,24
4507,405,2025-08-04,Paneer Grill Burger,Burger,3,209,627,20,607,delivery,upi,19
4508,435,2025-11-27,Chicken Wrap,Wrap,2,219,438,0,438,takeaway,card,15
4509,410,2026-03-16,Fries,Sides,2,99,198,30,168,dine_in,upi,32
4510,38,2025-12-15,Cheese Burst Burger,Burger,1,189,189,30,159,delivery,card,25
4511,212,2025-11-15,Brownie,Dessert,1,109,109,20,89,takeaway,upi,23
4512,439,2025-12-28,Veg Wrap,Wrap,3,179,537,0,537,takeaway,upi,14
4513,361,2026-01-15,Cheese Burst Burger,Burger,2,189,378,50,328,delivery,cash,18
4514,363,2025-07-13,Paneer Grill Burger,Burger,3,209,627,30,597,delivery,cash,34
4515,152,2025-10-06,Peri Peri Fries,Sides,3,119,357,0,357,delivery,card,35
4516,210,2026-01-19,Cheese Burst Burger,Burger,3,189,567,0,567,takeaway,cash,23
4517,176,2025-12-22,Classic Veg Burger,Burger,3,149,447,0,447,takeaway,cash,12
4518,358,2026-01-05,Brownie,Dessert,1,109,109,50,59,delivery,cash,24
4519,264,2025-10-05,Paneer Grill Burger,Burger,2,209,418,30,388,dine_in,card,35
4520,8,2025-08-29,Brownie,Dessert,1,109,109,0,109,dine_in,cash,24
4521,16,2026-01-29,Chocolate Shake,Beverage,1,159,159,30,129,delivery,cash,17
4522,210,2025-07-18,Chicken Wrap,Wrap,2,219,438,30,408,dine_in,card,14
4523,1,2025-09-10,Classic Veg Burger,Burger,1,149,149,50,99,takeaway,upi,27
4524,482,2025-08-21,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,cash,23
4525,203,2026-03-02,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,upi,16
4526,332,2026-02-13,Fries,Sides,1,99,99,0,99,takeaway,upi,22
4527,186,2026-02-01,Veg Wrap,Wrap,2,179,358,50,308,dine_in,cash,30
4528,357,2025-07-02,Cold Coffee,Beverage,2,129,258,50,208,delivery,card,35
4529,147,2025-10-08,Brownie,Dessert,2,109,218,20,198,delivery,upi,20
4530,134,2026-01-17,Veg Wrap,Wrap,1,179,179,0,179,delivery,card,33
4531,306,2025-07-03,Brownie,Dessert,3,109,327,0,327,delivery,card,27
4532,335,2026-03-30,Veg Wrap,Wrap,3,179,537,0,537,takeaway,cash,11
4533,387,2025-12-29,Chicken Wrap,Wrap,2,219,438,20,418,takeaway,upi,11
4534,436,2025-09-21,Cold Coffee,Beverage,1,129,129,0,129,takeaway,upi,23
4535,430,2026-01-31,Paneer Grill Burger,Burger,2,209,418,20,398,takeaway,upi,31
4536,17,2025-12-15,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,upi,34
4537,151,2026-01-14,Cheese Burst Burger,Burger,1,189,189,30,159,delivery,cash,10
4538,21,2025-07-14,Cheese Burst Burger,Burger,2,189,378,50,328,dine_in,upi,24
4539,108,2026-03-23,Chicken Wrap,Wrap,1,219,219,0,219,delivery,card,34
4540,364,2025-10-27,Peri Peri Fries,Sides,3,119,357,20,337,delivery,upi,22
4541,386,2025-10-27,Brownie,Dessert,3,109,327,0,327,takeaway,cash,18
4542,54,2025-10-16,Cheese Burst Burger,Burger,2,189,378,30,348,delivery,cash,22
4543,255,2025-08-04,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,upi,10
4544,180,2025-11-28,Paneer Grill Burger,Burger,3,209,627,30,597,takeaway,card,30
4545,406,2025-09-28,Cold Coffee,Beverage,3,129,387,0,387,dine_in,cash,30
4546,22,2025-10-09,Cold Coffee,Beverage,2,129,258,0,258,takeaway,upi,28
4547,151,2025-09-24,Brownie,Dessert,1,109,109,0,109,dine_in,card,28
4548,230,2025-07-19,Fries,Sides,1,99,99,30,69,takeaway,cash,24
4549,348,2026-01-31,Veg Wrap,Wrap,3,179,537,0,537,takeaway,card,15
4550,431,2026-03-26,Brownie,Dessert,1,109,109,0,109,dine_in,card,10
4551,332,2025-10-17,Brownie,Dessert,2,109,218,20,198,takeaway,upi,27
4552,237,2025-11-24,Peri Peri Fries,Sides,3,119,357,50,307,takeaway,upi,10
4553,271,2025-08-21,Chicken Wrap,Wrap,1,219,219,20,199,dine_in,upi,32
